"ActivityDT","ActivityActivity","SourceHost","SourceDatabase","SourceTable"
"09/07/2013",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/07/2014",105,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/07/2015",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/07/2016",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2006",70,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2007",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2008",50,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2009",38,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2010",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2011",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2012",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2013",95,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2014",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2015",38,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/08/2016",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2006",46,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2007",53,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2008",134,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2009",111,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2010",107,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2011",131,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2012",63,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2013",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2014",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2015",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/09/2016",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2006",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2007",88,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2008",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2009",117,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2010",81,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2011",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2012",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2013",162,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2014",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2015",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/10/2016",42,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2006",135,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2007",109,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2008",62,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2009",127,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2010",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2011",134,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2012",137,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2013",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2014",70,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2015",81,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/11/2016",81,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2006",49,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2007",50,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2008",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2009",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2010",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2011",131,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2012",43,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2013",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2014",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2015",135,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"09/12/2016",99,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2007",118,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2008",169,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2009",56,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2010",26,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2011",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2012",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2013",109,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2014",131,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2015",41,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2016",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/01/2017",62,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2007",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2008",39,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2009",132,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2010",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2011",132,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2012",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2013",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2014",101,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2015",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2016",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/02/2017",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2007",54,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2008",73,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2009",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2010",129,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2011",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2012",64,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2013",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2014",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2015",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2016",145,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/03/2017",148,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2007",318,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2008",169,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2009",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2010",58,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2011",71,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2012",77,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2013",139,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2014",143,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2015",101,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2016",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/04/2017",79,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2007",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2008",112,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2009",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2010",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2011",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2012",152,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2013",134,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2014",54,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2015",42,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2016",80,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/05/2017",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2006",37,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2007",54,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2008",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2009",131,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2010",136,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2011",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2012",75,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2013",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2014",126,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2015",121,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/06/2016",94,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2006",111,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2007",86,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2008",152,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2009",167,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2010",69,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2011",85,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2012",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2013",129,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2014",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2015",112,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/07/2016",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2006",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2007",98,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2008",50,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2009",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2010",135,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2011",163,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2012",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2013",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2014",25,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2015",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/08/2016",59,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2006",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2007",113,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2008",160,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2009",144,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2010",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2011",38,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2012",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2013",104,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2014",97,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2015",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/09/2016",42,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2006",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2007",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2008",85,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2009",64,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2010",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2011",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2012",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2013",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2014",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2015",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/10/2016",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2006",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2007",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2008",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2009",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2010",173,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2011",109,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2012",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2013",70,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2014",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2015",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/11/2016",138,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2006",40,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2007",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2008",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2009",143,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2010",146,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2011",60,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2012",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2013",104,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2014",94,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2015",141,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"10/12/2016",50,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2007",99,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2008",139,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2009",79,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2010",80,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2011",146,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2012",143,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2013",145,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2014",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2015",28,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2016",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/01/2017",118,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2007",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2008",66,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2009",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2010",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2011",113,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2012",68,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2013",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2014",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2015",127,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2016",148,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/02/2017",65,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2007",57,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2008",102,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2009",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2010",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2011",148,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2012",52,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2013",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2014",82,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2015",121,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2016",96,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/03/2017",81,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2007",137,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2008",118,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2009",58,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2010",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2011",73,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2012",109,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2013",149,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2014",127,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2015",73,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2016",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/04/2017",80,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/05/2007",111,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/05/2008",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/05/2009",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/05/2010",102,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"11/05/2011",107,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
