"mapping_action","map_operation","source_host","source_schema","source_db","target_host","target_schema","target_db","table_name"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","outpatientHistory"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","outpatientHistoryF"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","outpatientHistoryUnion"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Historic IP 06 Onwards"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Historic IP 94 Onwards"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Historic IP 99 Onwards"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Historic_Data_Outpatients"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Out_patients_2000-01"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_Out_patients_2001-02"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2002-03"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2003-04"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2004-05"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2005-06"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2006-07"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2007-08"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2008-09"
"onboard_Archived_NOC_Activity","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - old noc","OXNETDWP01","raw","NOC_Activity_ARCHIVE","T_out_patients_2009-10"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","A_CHARTDURATIONS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","A_IODURATIONS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","A_MEDDURATIONS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","CENSUSEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","CHARTEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_CAREGIVERS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_CAREUNITS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_CHARTITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_DAYS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_INTERVENTIONITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_IOITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_MEDITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_OUTCOMEITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_PATIENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_PRIMARYCODES"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_PROBLEMITEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_SECONDARYCODES"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","D_SOURCES"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","DELIVERIES"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","DRIPORDERS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","FORMEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","FREEFORMORDERS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","INFUSIONORDERS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","INTERVENTIONS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","IOEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","M_LinkTable"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","MEDEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","MEDORDERS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","NOTEEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","OUTCOMES"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","PROBLEMS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","RESULTEVENTS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","SOLUTIONS"
"onboard_carevue_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - carevue old","OXNETDWP01","raw","Carevue_Old_ARCHIVE","TOTALBALEVENTS"
"onboard_ClinicalEvents","APPEND","OXNETDWP01","staging","ClinicalEvents","OXNETDWP01","raw","ClinicalEvents","v_IM200_ClinicalEventExtract_Details"
"onboard_ClinicalEvents","APPEND","OXNETDWP01","staging","ClinicalEvents","OXNETDWP01","raw","ClinicalEvents","v_NOC_IM200_ClinicalEventExtract_Details"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","Diagnoses"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","Investigations"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","MIU"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","OOH"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","Outcomes"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","prejoinMIU"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","prejoinOOH"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","PrescribedItems"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","PresentingComplaints"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","SecondaryDiagnosis"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","TblDQUCDBCommunityHospitalsAdmissions"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","Treatments"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","xxxTblDQUCDBAAE"
"onboard_community_old_ARCHIVE","TRUNCATE+APPEND","SUGI","dbo","PSS RAW - community old","OXNETDWP01","raw","Community_Old_ARCHIVE","xxxTblOXUCDBUrgentCareActivities"
"onboard_data","TRUNCATE + APPEND","SUGI","dbo","PSS RAW - jonah old","OXNETDWP01","raw","JONAH_ARCHIVE","jonah"
"onboard_data","TRUNCATE + APPEND","SUGI","dbo","PSS RAW - jonah old","OXNETDWP01","raw","JONAH_ARCHIVE","jonah_research"
"onboard_data","TRUNCATE + APPEND","SUGI","dbo","PSS RAW - jonah old","OXNETDWP01","raw","JONAH_ARCHIVE","old_JONAH_RESEARCH"
"onboard_data","TRUNCATE + APPEND","SUGI","dbo","PSS RAW - jonah old","OXNETDWP01","raw","JONAH_ARCHIVE","patientlist"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging4","EPDS_PSS2","OXNETDWP01","raw4","EPDS_PSS2","ADDRESS"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","CONSULTANT_EPISODE"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","EPISODE_INDEX"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging4","EPDS_PSS2","OXNETDWP01","raw4","EPDS_PSS2","PATIENT"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","PATIENT_CATEGORY"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","PATIENT_DIAGNOSIS"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","PATIENT_DIAGNOSIS_CODE"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","PATIENT_PROCEDURE"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","PROVIDER_SPELL"
"onboard_EPDS_increment_non-ref","APPEND","OXNETDWP01","staging","EPDS_PSS2","OXNETDWP01","raw","EPDS_PSS2","WARD_STAY"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","resistancesummary1"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","resistancesummarya"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","resistancesummaryb"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","resistancesummaryc"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","resistancesummaryd"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","sysdiagrams"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAntibiogramSort"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAntibiotic"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPInstr"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPOrdTest"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPQCDispAccuracy"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPQCNephCalibr"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPQCNephDaily"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAPQCPipeAccuracy"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAST"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblAvailTests"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBACTInfo"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodePatName"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodePrintDate"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodePrintStyleAP"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodeSpecType"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodeStyle"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodeStyleAP"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodeStyleConfig"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBarcodeStyleConfigAP"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBatchOrder"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBatteryAntiXref"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBioChemicals"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBloodVolSort"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBodySite"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblBreakpoints"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblCaptions"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblClient"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblClusterInfo"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblCmntsXref"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblCollectedBy"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblConfig"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblConfigParams"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblCustomSort"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblDataUpdAntimicrobials"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblDataUpdate"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblDiagnosis"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblDrugConcs"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblDrugTherapy"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblExpertConfig"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFavorites"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFilterComboEntries"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFilterComboTypes"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFilterFieldNames"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFilterPathNames"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFiredRules"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblFXInfo"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblGroupTest"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblGroupTestXref"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblGrowthDetection"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblHistoryAST"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblHospitalService"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblID"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIDOrgXref"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInnovaErrors"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInquiry"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInstrQc"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInstrTestDefs"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInstrumentInfo"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblInterpGroups"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIsolate"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIsolateResistMechs"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIsolateResults"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIsolClass"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblIsolTestXref"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblJoinRelationships"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblLabReportBioChemicals"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblLISFieldMap"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblLISParameters"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblLISUpdate"
"onboard_EpiCenter_EXTRACT","TRUNCATE+APPEND","SUGI","dbo","EpiCenter_SQL","OXNETDWP01","raw","EpiCentre_EXTRACT","tblMaldiBlockedWells"
