"ActivityDT","ChartEvents","SourceHost","SourceDatabase","SourceTable"
"08/10/2002",12901,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/10/2003",17910,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/10/2004",15404,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/10/2005",15779,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/10/2006",12518,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/10/2007",11115,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/1999",10055,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2000",13727,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2001",8967,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2002",14294,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2003",8831,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2004",15587,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2005",17088,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2006",14787,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/11/2007",10010,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/1999",12651,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2000",12260,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2001",12706,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2002",14630,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2003",13700,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2004",13002,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2005",17633,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2006",13818,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"08/12/2007",15832,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2000",14784,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2001",15153,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2002",11352,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2003",16836,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2004",16248,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2005",16495,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2006",14201,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2007",16137,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/01/2008",15894,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2000",11731,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2001",13635,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2002",14364,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2003",17822,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2004",15858,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2005",14577,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2006",15515,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2007",12925,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/02/2008",14351,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2000",11573,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2001",14449,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2002",14300,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2003",13442,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2004",15013,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2005",14883,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2006",13298,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2007",12823,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/03/2008",13835,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2000",15947,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2001",13763,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2002",15556,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2003",15823,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2004",13763,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2005",14474,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2006",12294,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2007",13587,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/04/2008",11415,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2000",12794,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2001",14372,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2002",14448,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2003",16864,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2004",13851,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2005",12494,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2006",15786,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2007",9483,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/05/2008",13921,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2000",14711,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2001",11076,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2002",15009,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2003",14023,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2004",17116,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2005",15976,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2006",15689,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2007",16311,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/06/2008",13073,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/1999",2367,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2000",12972,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2001",13924,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2002",17418,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2003",14350,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2004",15530,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2005",16618,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2006",15759,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/07/2007",12843,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/1999",10983,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2000",1471,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2001",6303,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2002",13765,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2003",16901,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2004",16476,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2005",18207,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2006",16601,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/08/2007",16076,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/1999",10011,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2000",12932,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2001",12447,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2002",14995,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2003",16970,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2004",14579,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2005",13252,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2006",15951,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/09/2007",11862,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/1999",12017,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2000",12714,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2001",11790,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2002",14111,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2003",17475,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2004",16434,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2005",14884,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2006",13904,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/10/2007",11880,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/1999",10894,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2000",13929,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2001",9628,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2002",14167,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2003",8822,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2004",17902,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2005",16482,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2006",15450,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/11/2007",10073,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/1999",12117,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2000",13815,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2001",12527,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2002",15205,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2003",15510,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2004",13366,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2005",13278,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2006",14026,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"09/12/2007",14630,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2000",14690,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2001",15780,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2002",12327,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2003",18770,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2004",14900,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2005",16218,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2006",12514,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2007",15938,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/01/2008",15104,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2000",12348,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2001",12068,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2002",14837,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2003",15288,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2004",14984,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2005",13998,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2006",16031,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2007",14067,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/02/2008",12858,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2000",11287,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2001",15424,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2002",14860,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2003",13224,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2004",15083,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2005",16640,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2006",14694,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2007",11527,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/03/2008",14813,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2000",14713,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2001",14299,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2002",16044,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2003",16977,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2004",12729,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2005",14278,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2006",13726,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2007",14620,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/04/2008",13952,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2000",13112,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2001",16833,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2002",14281,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2003",16910,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2004",13682,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2005",14164,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2006",15891,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2007",12937,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/05/2008",13723,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2000",12483,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2001",10890,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2002",14541,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2003",2468,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2004",19565,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2005",16006,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2006",13720,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2007",12313,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/06/2008",12212,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/1999",3231,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2000",13255,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2001",13112,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2002",17911,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2003",16820,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2004",14219,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2005",15521,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2006",17161,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/07/2007",14077,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/1999",9328,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2000",7,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2001",6747,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2002",12455,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2003",14809,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2004",20328,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2005",16047,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2006",16386,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/08/2007",14090,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/1999",8483,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2000",12226,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2001",15073,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2002",14877,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2003",19352,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2004",16320,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2005",12314,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2006",14950,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/09/2007",14147,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/1999",10049,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2000",12513,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2001",13101,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2002",14075,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2003",17075,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2004",13567,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2005",15751,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2006",12240,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/10/2007",13447,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/1999",11435,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/2000",13559,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/2001",10893,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/2002",13371,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/2003",9417,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"10/11/2004",20527,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
